first_name,last_name,order_date,order_amount
Christopher,Mendez,2025-06-13,7918.63
Cynthia,Powell,2025-09-24,6492.15
Tammy,Reyes,2023-12-23,7072.11
Benjamin,Gonzalez,2026-02-24,6935.90
Nathan,Smith,2026-06-10,7870.12
Marco,Whitaker,2024-04-02,6655.64
James,Rhodes,2023-12-26,3784.46
Courtney,Wright,2024-08-26,1274.36
Heather,Cooper,2023-01-04,9487.92
David,Reyes,2026-03-19,3916.62
Brianna,Jackson,2026-03-08,324.79
Madison,Evans,2026-05-18,3182.85
Kelly,Luna,2026-06-06,2209.73
Caitlyn,Morgan,2026-03-04,1042.00
Pamela,Cowan,2025-10-13,1407.29
Matthew,Valenzuela,2023-06-09,2380.72
Michael,Lopez,2024-10-16,1679.70
Stacy,Hull,2023-07-01,8216.79
Richard,Perez,2026-08-01,7293.12
Jessica,Anderson,2024-11-18,4466.85
Jessica,Lawrence,2024-06-27,2097.63
Gary,Richardson,2023-05-19,3505.46
Debra,Johnson,2023-08-10,7204.41
Nancy,Scott,2023-04-09,3859.98
Amanda,Williams,2025-05-09,9691.04
Virginia,Stanley,2025-04-27,4931.32
Desiree,Smith,2025-02-14,3512.96
Hannah,Butler,2025-02-07,1015.18
Omar,Kelley,2025-09-08,7887.50
Thomas,Hernandez,2026-03-29,6510.04
Heather,Mccoy,2024-04-06,1627.40
Kevin,Stanley,2023-05-31,7992.14
Elaine,Nelson,2023-03-10,2949.79
Catherine,Taylor,2024-10-14,2612.01
Maria,Garcia,2023-08-03,742.93
Jennifer,Wilson,2023-12-15,8879.42
Daniel,Rodriguez,2023-11-26,7320.11
James,Gonzalez,2026-01-25,9418.39
Jose,Mills,2023-07-10,3380.16
James,Warner,2026-06-10,8932.36
Kenneth,Williams,2023-03-05,4313.80
Tyler,Clark,2023-12-04,6073.56
Sarah,Rivera,2025-06-08,1571.88
Aaron,Powers,2023-07-27,3311.61
Rebecca,Conley,2024-01-25,4093.39
Elizabeth,Hernandez,2026-02-08,7220.65
Christopher,Hunt,2026-01-11,2653.38
Jennifer,Garcia,2024-07-30,2974.71
Jonathan,Hall,2023-07-16,497.30
Vanessa,Phillips,2026-03-16,5497.07
Steven,Garcia,2025-10-02,1536.74
Gregg,Williams,2025-01-08,39.15
Kelly,Solis,2023-06-29,2946.20
Larry,Rodgers,2026-07-04,6002.55
Cody,Chang,2024-02-13,970.77
Brandon,Christian,2024-02-28,1709.15
Elizabeth,Jackson,2024-08-20,9770.59
Michael,Kim,2025-08-27,8437.84
Christy,Johns,2024-09-23,7848.97
Christopher,Briggs,2025-08-22,4891.47
Ian,Morales,2024-06-26,912.28
Suzanne,Nelson,2026-01-19,3875.88
Paul,Jefferson,2025-01-29,8855.03
Lauren,Banks,2025-01-26,1866.64
Laura,Wilson,2023-04-02,2633.69
Heather,Brown,2025-08-10,2634.74
Sherri,Moore,2024-07-04,5642.90
Robert,Garza,2023-11-06,7522.59
Leah,Gregory,2023-07-18,857.99
Howard,James,2024-12-05,8081.99
Michael,Johnson,2025-04-27,9707.07
Gabrielle,Roberson,2026-04-22,2275.90
Teresa,Anderson,2023-05-05,8408.12
Samantha,Rodriguez,2025-12-06,4186.90
Robert,Williams,2026-01-01,6870.99
Jose,Edwards,2025-08-30,5727.56
Janet,Gregory,2024-04-27,4763.14
Katrina,Ray,2023-06-11,3948.64
Annette,Levine,2023-03-13,5021.51
Elizabeth,Morgan,2025-11-24,8004.69
Alexandra,Haynes,2026-06-24,1475.33
Cody,Stanley,2025-07-08,1729.62
John,Reed,2023-12-09,9721.67
Erica,Cruz,2024-01-30,1262.73
Mary,Grant,2025-05-17,784.61
Vanessa,Brown,2025-06-10,2019.99
Dawn,Moore,2026-07-08,1479.63
Melinda,Christian,2026-05-03,2579.60
Molly,Jones,2023-05-18,871.19
Travis,Allen,2026-02-13,3974.15
Tara,Williams,2024-10-29,8566.38
Jeffrey,Schneider,2025-11-30,4582.11
Richard,Young,2023-01-26,7865.71
Stephen,Solis,2026-06-30,5876.17
Shane,Gates,2025-05-09,1126.07
Sergio,Wilson,2023-11-03,1482.85
Tyler,Valdez,2026-04-19,5827.18
Curtis,Gutierrez,2023-07-25,9249.35
Angela,Smith,2026-02-26,7795.66
Christopher,Munoz,2024-08-08,8674.88
Christine,Torres,2024-12-05,8779.05
William,Clark,2024-06-24,3831.05
Emily,Clements,2025-09-21,5720.65
Michael,Brown,2025-08-26,375.62
Jeffrey,Gibson,2024-07-18,4030.33
Ann,Harvey,2026-06-20,6086.94
Thomas,Sandoval,2025-04-02,388.79
Jennifer,Wilson,2024-11-09,6905.44
Katherine,Walker,2023-04-11,7457.74
Matthew,Gallegos,2024-07-04,8970.41
Tamara,Carter,2023-02-11,3379.32
Alejandra,Park,2024-09-12,3110.18
Brandon,Martin,2025-10-03,8582.48
Donald,Love,2023-07-21,9724.98
Jennifer,Rodriguez,2024-04-11,1344.72
Cheryl,Lopez,2025-06-26,7740.53
Sarah,Long,2024-10-19,2694.93
Stephen,Harrington,2025-05-03,6050.18
Jennifer,Rodriguez,2023-07-02,1880.17
Robert,House,2024-03-08,9134.41
Mary,Chapman,2025-04-13,7409.70
Kelsey,Hayes,2025-11-23,8672.01
Dominique,Blanchard,2023-04-26,5153.18
Dennis,Porter,2023-11-22,657.10
Alyssa,Williams,2025-11-03,4034.44
Savannah,Roberson,2025-12-09,8793.44
Timothy,Romero,2023-03-01,1738.20
Samantha,Thompson,2024-02-16,8369.92
Beth,Cross,2024-05-25,331.68
David,Hughes,2023-04-14,9180.38
Caroline,Andrade,2024-02-12,2740.50
William,Cruz,2025-08-08,5051.75
Tiffany,Moon,2026-07-25,9230.80
Kathryn,Hill,2023-03-04,2420.14
Tamara,Waller,2025-09-28,5940.84
Shawn,Anderson,2023-12-30,9605.23
Robert,Graves,2025-08-29,5869.21
Kaitlyn,Evans,2024-12-17,3443.14
Jacqueline,Valencia,2024-06-13,7489.85
Jennifer,Walls,2023-07-05,2851.41
Cynthia,Harris,2025-03-02,497.46
Claudia,Roberts,2026-03-17,7798.51
Michael,Chambers,2024-03-14,8571.25
Tina,Santos,2026-08-18,2251.89
Susan,Gordon,2024-02-28,2691.56
Heather,Morris,2025-04-18,5133.29
Darrell,Bell,2023-01-19,4741.49
Timothy,Duncan,2023-09-28,6474.06
Elizabeth,Butler,2026-05-16,8008.84
Julie,Skinner,2024-04-03,2524.65
Justin,Boone,2024-09-17,7127.69
Lindsey,Mills,2026-08-09,2754.51
Anthony,Thomas,2025-02-10,8516.00
Ellen,Gonzalez,2025-07-29,2520.73
Karen,Martin,2025-08-13,3022.15
Justin,King,2025-12-02,8243.28
Mary,Vaughn,2025-03-24,5845.28
Kenneth,Molina,2023-01-16,5115.62
Antonio,Cervantes,2025-02-05,5615.00
Curtis,Parrish,2026-05-01,6090.89
Jodi,Hancock,2024-09-03,6844.44
Julia,Hoffman,2025-09-13,639.31
John,Mueller,2024-07-20,6406.30
Lauren,Roberts,2024-07-21,2612.21
Elizabeth,House,2026-08-27,2988.61
Paul,Frye,2023-11-04,5173.41
Theresa,Edwards,2024-05-07,8996.96
Andrea,Smith,2026-05-13,4041.58
John,Oliver,2024-10-16,6807.87
Kimberly,Berg,2023-02-22,6554.34
Maria,Pruitt,2024-08-28,2595.00
Janet,Holland,2025-05-07,4046.58
Kari,Payne,2023-03-14,5830.65
Carrie,Parsons,2026-03-17,8160.32
Tamara,Phillips,2024-12-03,7265.76
Gregory,Fleming,2024-03-31,6863.49
Jacob,Thompson,2026-07-31,7849.18
Willie,Bennett,2025-01-04,5073.64
Roy,Hawkins,2023-12-15,8406.54
David,Silva,2026-02-17,1812.18
Jonathan,Rivera,2023-07-19,4708.33
Jenna,Moore,2024-06-13,7252.13
Eric,Morris,2026-02-18,7629.41
Brent,Randolph,2024-01-10,9469.28
Christina,Stanley,2024-11-18,6544.69
Tracy,Armstrong,2024-03-31,3553.48
Michael,Bowers,2024-09-20,4205.30
Louis,Robinson,2024-11-09,3717.45
Ivan,Jones,2026-04-14,2941.21
William,Perry,2023-08-30,4705.89
Amanda,Davis,2026-07-23,5836.16
Jeffrey,Lewis,2026-06-25,713.09
Martin,Ward,2024-02-03,5005.27
Jeffery,Goodwin,2025-02-20,5298.85
Alyssa,Barajas,2025-04-26,541.57
Madison,Zavala,2023-11-05,1374.51
Alan,Caldwell,2024-02-15,3427.35
Sean,Conway,2026-03-12,8928.55
Christina,Oliver,2025-07-26,1433.10
Susan,Fleming,2024-01-05,7789.63
Manuel,Moon,2025-09-25,3326.96
Sierra,Cruz,2023-12-29,3134.82
Amber,Campbell,2023-04-29,48.13
Rhonda,Short,2024-07-14,2094.61
Nicholas,Lang,2023-12-12,5763.21
Sean,Williams,2023-11-21,4896.28
Rachel,Lee,2023-06-30,1294.93
Willie,Vaughan,2025-06-07,6335.24
Gary,Huber,2025-04-06,4290.82
Amanda,Smith,2025-09-04,3833.78
Cameron,Santiago,2023-03-19,5338.29
Kim,Hancock,2025-02-03,9500.73
Roger,Garcia,2024-10-21,7568.71
Amanda,Park,2025-12-23,1906.57
Theresa,Rowe,2023-01-09,6267.24
Deborah,Case,2024-05-24,2263.43
Julie,Hernandez,2024-12-06,3121.61
Stephen,Rivera,2023-07-30,3836.12
Christopher,Brown,2026-04-20,3061.84
Laura,Grant,2023-05-14,8238.61
Bailey,Perez,2024-09-02,9484.68
Jonathan,Hughes,2025-07-22,7278.58
Crystal,Hamilton,2026-05-06,5241.65
Andre,Nunez,2025-06-07,8879.84
Amanda,May,2023-10-02,3427.98
Christine,Avila,2025-09-30,3593.15
Brenda,Haynes,2024-01-21,1649.67
Charles,Reilly,2025-04-06,192.23
Daniel,Buchanan,2024-04-04,7271.95
Kevin,Miller,2023-09-26,2112.69
Kathy,Kim,2023-02-14,5897.33
Randall,Guerrero,2023-12-13,1232.50
Thomas,Ferguson,2026-08-25,7921.47
Derek,Myers,2025-02-07,8765.56
Lauren,Gardner,2024-06-07,7712.72
Susan,Thomas,2026-06-30,486.82
Erica,Sloan,2023-04-09,6620.03
Laura,Daniel,2023-02-10,483.30
Nathan,Herring,2023-08-26,4168.33
Angela,Peters,2025-02-17,1236.83
David,Smith,2024-06-01,4744.48
Candice,Medina,2023-11-10,2055.74
Stacey,Torres,2026-07-14,94.04
Kaitlin,Berger,2025-05-11,6616.98
Maurice,Gutierrez,2025-12-01,2700.50
Debbie,Hunt,2026-05-25,7007.56
Eugene,Walker,2025-05-07,8306.69
Mary,Lee,2023-08-03,5116.33
Howard,Marsh,2026-06-19,1178.23
Melissa,York,2023-08-22,7847.81
Sarah,Gamble,2025-10-16,1987.27
Steven,Dunn,2024-02-14,7779.80
Kelly,Jones,2025-12-07,9731.21
Corey,Swanson,2025-01-03,7034.66
Tony,Rivera,2024-08-27,1604.57
David,Rios,2026-01-27,4964.05
Craig,Harvey,2024-03-01,6882.34
Rachel,Stewart,2025-09-11,3306.70
Shannon,Jensen,2023-01-06,128.48
Kevin,Silva,2023-07-02,9068.88
Ariana,Diaz,2026-03-21,6690.54
Leslie,Patterson,2023-11-02,9494.50
Adam,Sanchez,2025-11-13,751.41
Jeffrey,Singh,2023-07-27,9047.88
Ryan,Larsen,2026-08-12,2312.37
Dennis,Quinn,2024-08-29,2641.98
Natalie,Ford,2023-04-13,998.99
Michael,Torres,2023-12-24,8741.52
Andrea,Thompson,2024-08-18,3602.78
Catherine,Wilkinson,2024-10-02,4260.52
Michele,Taylor,2023-08-26,950.89
Amanda,Baker,2023-04-04,97.71
Olivia,Jones,2023-10-11,6633.88
Charles,Smith,2023-12-16,3287.28
William,Johnson,2025-06-15,9550.93
Bonnie,Sullivan,2024-07-03,8784.87
Brittany,Escobar,2023-07-10,3726.85
Andrea,Stephens,2024-12-02,1829.51
Yolanda,Kennedy,2025-03-31,4003.10
Kimberly,Diaz,2025-07-23,2719.06
Jeffrey,Barton,2025-02-28,6899.33
Jessica,Carter,2025-09-06,7999.18
Steven,Dixon,2026-08-21,8861.34
Randy,Shaw,2023-12-08,1131.45
Elaine,Charles,2023-05-01,9815.70
Lindsay,Mendez,2023-11-23,1038.03
Gabriel,Palmer,2026-04-24,4827.26
Sean,White,2026-03-11,6784.25
Stacy,Hopkins,2024-01-07,6113.61
Tammy,Fitzgerald,2025-01-04,6113.97
Timothy,Howard,2023-09-25,4831.31
Jeffery,Freeman,2025-09-26,1130.26
Bryan,Wood,2025-04-22,4407.43
Brad,Clark,2023-05-10,2616.86
Rebecca,Ward,2024-10-05,124.59
Terry,Gibson,2025-12-10,7675.51
Brandon,Hooper,2026-03-26,7238.00
Mario,Padilla,2024-04-03,9778.97
Adrienne,Gallegos,2024-11-23,5191.47
Mary,Baker,2026-06-20,953.33
Amy,Thompson,2024-05-24,4819.81
Desiree,Diaz,2026-08-06,3849.38
Denise,Houston,2026-02-17,8920.72
Zachary,Bennett,2026-06-09,546.61
Rebecca,Black,2026-08-10,9343.77
Michael,Parrish,2025-11-01,8488.60
Tommy,Olson,2025-10-12,8694.28
Cassandra,Shaw,2023-06-03,7514.54
Don,Martin,2024-10-18,2409.67
Chris,Schneider,2024-07-23,504.46
Jason,Lopez,2024-04-01,5505.40
Michael,Love,2025-02-14,4033.36
David,Hall,2024-04-26,789.23
Lisa,Cortez,2025-06-28,8012.80
Timothy,Mendoza,2025-07-06,881.11
Jason,Martin,2025-10-17,4471.23
Martha,Johnson,2023-09-01,9806.72
Bradley,Berry,2023-02-06,1027.33
Evan,Soto,2025-04-24,359.28
Benjamin,Armstrong,2026-01-29,2.70
Brian,Scott,2023-07-06,7918.03
Hector,Mullen,2026-06-21,6375.74
Carol,Elliott,2025-11-07,5623.76
Andrew,Ball,2025-07-23,9503.59
Dorothy,Campbell,2025-01-14,8253.28
Christopher,Cole,2024-04-01,8443.32
Victoria,Dillon,2024-11-10,5601.94
George,Greer,2026-06-23,5999.91
Carolyn,Norton,2025-01-14,7159.41
Lori,White,2023-08-22,975.27
Donna,Baker,2024-03-30,22.97
Jennifer,Cooper,2024-12-28,8299.00
Shawn,Garza,2024-08-20,5477.35
Jerry,Cruz,2025-02-04,7021.25
Daniel,Harris,2023-04-04,8968.87
Michele,Gordon,2025-10-05,1405.35
Robert,Hernandez,2025-04-18,1070.51
Cole,Alvarez,2026-06-05,1960.02
Christina,Williams,2023-09-05,9302.22
Kristen,Gordon,2025-03-15,2156.68
