first_name,last_name,order_date,order_amount
Chris,Richard,2024-09-23,455.13
Craig,Wise,2025-03-20,9844.46
Mary,Stephenson,2023-04-23,77.86
Benjamin,Rogers,2024-09-09,9453.29
Katie,Anderson,2023-10-09,7641.84
Nicholas,Martin,2024-08-15,3281.89
Marie,Wise,2023-01-16,4974.35
Lisa,Martin,2025-05-31,1757.77
Samuel,Jenkins,2025-02-17,5326.29
Erica,Young,2024-04-16,5003.12
Sean,Mitchell,2024-12-26,721.68
Kaitlyn,Cole,2023-03-28,4362.76
Amanda,Collins,2025-07-30,9211.69
Lindsey,Harrison,2024-10-03,5758.01
Mary,Richardson,2026-03-20,4044.82
Stacey,Joyce,2026-08-04,4177.52
Steven,Campbell,2023-08-24,4050.91
Patrick,Rose,2024-10-27,1719.56
Tammy,Montoya,2026-06-19,4601.50
Laurie,Taylor,2025-01-11,882.21
John,Davidson,2023-08-05,2433.92
Morgan,Spencer,2026-04-21,4005.09
Curtis,Singleton,2023-06-11,3958.27
Melissa,Mitchell,2024-09-27,7458.30
Kathryn,Nelson,2024-03-29,3331.35
Rebecca,Hernandez,2023-12-11,764.72
Samuel,Potts,2026-07-20,1141.15
Jeffrey,Hayes,2025-11-10,1939.84
Michael,Johnson,2024-12-16,3511.64
Brian,Shaw,2026-08-14,8150.55
Joe,Vang,2024-04-28,1028.94
Nicholas,Johnson,2024-06-08,1973.52
Sarah,Combs,2026-05-18,1529.54
Debra,Moody,2023-06-04,1772.28
Devin,Mitchell,2026-07-10,4941.67
Maria,Horton,2026-02-28,7599.00
Dominic,Thornton,2025-07-08,6811.65
Shane,Smith,2026-03-02,6430.27
Christian,Scott,2026-07-03,3232.76
Mary,Dunn,2026-07-08,3162.07
Jessica,Rose,2025-06-19,683.79
Daniel,Roberts,2025-06-24,6314.21
Kevin,Williams,2024-07-16,5914.60
Robert,Bauer,2024-12-21,5073.86
Stephen,Rodriguez,2024-09-27,4617.96
Rebecca,Carlson,2023-03-19,569.84
Allen,Robertson,2024-08-10,768.23
John,Thomas,2023-07-04,6150.46
Ruben,Mendez,2025-11-04,3845.44
John,Butler,2026-04-03,5543.60
Elizabeth,Miller,2023-03-26,4497.88
Theresa,Jones,2026-03-16,6518.72
Alicia,Romero,2024-10-20,6050.45
Vanessa,Spencer,2025-10-23,1509.46
Peter,Harrison,2023-05-07,4505.78
Cynthia,Zavala,2024-12-04,9823.86
Jon,Smith,2023-06-22,5045.98
Kristina,Cooper,2023-12-20,392.38
Jessica,Fuller,2025-06-15,9909.86
Kelsey,Moss,2025-12-09,5227.95
Marvin,Williams,2023-11-22,3639.61
Amy,Li,2024-08-02,3874.77
Gregory,Maxwell,2024-11-23,6789.29
Steven,Dominguez,2023-04-18,7892.47
Crystal,Cain,2026-08-18,3347.16
Bryan,Parsons,2024-11-06,945.96
Stephen,Carter,2025-03-02,2842.18
Bradley,Gonzalez,2026-05-19,8732.91
Bobby,Mahoney,2024-11-13,815.94
Zachary,Hays,2023-10-17,9167.54
Amy,King,2024-09-27,9676.99
Karen,Lee,2025-03-13,1290.39
Michael,Norman,2023-06-23,3096.51
Michelle,Rivera,2025-02-10,6435.28
David,Richardson,2024-11-03,8132.03
Pamela,Paul,2025-12-14,935.44
Patricia,Hughes,2025-05-17,5085.37
Terri,Crawford,2023-02-07,3626.61
Tyler,Glass,2024-01-05,9511.73
April,Owen,2024-11-30,9476.73
Jessica,Miller,2025-09-22,1920.86
Carrie,Short,2023-10-09,1550.30
Amy,Morris,2024-08-28,8444.43
Christopher,Guerrero,2023-07-27,5077.38
Kirk,Morrison,2026-01-10,8351.35
Ronald,Norris,2025-12-14,378.44
Michael,Williams,2024-11-20,8764.04
Molly,Gomez,2026-06-19,1311.36
Whitney,Hill,2025-02-10,1543.37
Tina,Gould,2024-01-06,8313.61
Charles,Walsh,2026-07-03,8090.62
Michael,Owen,2023-12-06,7212.10
Erin,Cisneros,2023-03-31,4109.17
Douglas,Lawson,2024-05-01,9695.91
Kimberly,Johnson,2026-06-04,2849.99
Carlos,Osborne,2025-07-08,2340.79
Michael,Reyes,2024-05-04,3095.37
Ashley,Jacobs,2025-08-18,9039.83
Erika,Rush,2024-02-02,3679.04
Nathan,Hines,2026-03-14,9844.40
Audrey,Moreno,2025-08-03,7694.61
Raymond,Banks,2025-02-21,5029.56
John,Wilson,2025-05-07,9662.71
Jill,Porter,2024-02-13,8012.78
Paul,Hoffman,2023-10-11,8730.14
Jose,Green,2023-04-17,6412.14
Sean,Davies,2025-01-30,5545.85
Justin,Hendricks,2023-07-30,7114.29
Travis,Martinez,2025-11-22,8511.80
Melissa,Hayes,2024-08-06,839.67
Rachel,Wallace,2023-11-25,2728.64
Christopher,Fleming,2025-11-17,1474.34
Megan,Flores,2025-06-14,918.04
Michael,Brown,2024-03-30,8167.21
Amber,Vance,2024-12-16,9304.78
Melissa,Joseph,2025-04-29,533.52
Sara,Little,2025-10-25,3740.24
Laura,Hicks,2025-03-01,9945.25
David,Harris,2025-02-06,2246.16
Dominic,Tyler,2024-10-14,9308.32
Anthony,Spencer,2026-08-24,3353.56
Miguel,Lara,2023-10-27,1376.86
Andrea,Salazar,2024-08-10,9174.04
Christopher,Parker,2025-08-25,6961.02
Yvonne,Higgins,2023-10-12,7588.65
Alicia,Hammond,2025-08-18,4486.56
Madeline,Jones,2023-01-11,9058.66
Teresa,Day,2023-02-08,2559.98
Shannon,Frazier,2023-11-03,5488.49
Melvin,Humphrey,2026-05-31,5278.18
Kimberly,Bowman,2023-08-16,7761.94
Hunter,Burch,2024-05-01,3012.21
Ryan,Bartlett,2023-04-08,2385.15
Brian,Martinez,2026-08-01,7939.19
Eric,Martin,2025-07-25,629.01
Marcus,Fletcher,2025-10-20,5967.79
Michael,Everett,2023-02-03,6319.91
Patty,Singleton,2026-03-23,2420.14
John,Reid,2023-10-22,2913.43
Andrea,Martinez,2023-01-04,6148.47
Kevin,Ferguson,2024-05-07,5707.06
Wayne,Jackson,2024-01-19,6644.04
Shelly,Moore,2023-06-25,5235.32
Donna,Le,2025-01-08,677.72
Cassie,Kirby,2025-12-13,5441.27
Anne,Bryan,2025-11-05,5541.96
Anthony,Williams,2025-03-10,8733.43
Darlene,Ray,2023-03-31,6357.07
Debra,Wang,2025-02-03,2537.25
Robert,Fowler,2023-02-03,3571.58
Tyler,Burton,2023-05-19,3448.68
Keith,Frye,2026-07-10,1037.53
Timothy,Ballard,2026-04-06,7352.13
Gail,Evans,2024-11-11,1334.96
Charles,Brown,2024-12-22,5460.59
Scott,Washington,2026-08-09,1751.71
James,Lawson,2025-08-09,9808.20
Larry,Higgins,2025-09-07,6317.72
Jessica,Valencia,2023-10-04,631.94
Theresa,Anderson,2025-07-26,370.80
Mitchell,Hoffman,2024-02-17,439.02
Luis,Owens,2024-02-13,8858.01
Joseph,Wright,2024-10-08,9333.77
Colin,Roberts,2025-11-21,3982.84
Patrick,Gilbert,2026-01-17,4734.52
John,Grimes,2023-03-16,7533.15
Erik,Murphy,2024-01-27,2861.82
Becky,Edwards,2023-04-08,8658.11
Kathryn,Jimenez,2024-11-10,2732.89
Xavier,Jimenez,2025-01-23,4370.07
Kyle,Johnson,2025-03-30,7433.33
Sierra,Wagner,2025-03-02,3391.02
Tammy,Lewis,2024-01-18,4962.53
Michael,Williams,2025-10-15,3674.10
Troy,Khan,2025-11-29,2667.94
Destiny,Ruiz,2023-06-19,7271.08
Amanda,Boone,2023-06-11,4306.64
Ryan,Khan,2024-01-05,5455.19
Jessica,Gallagher,2024-10-19,1026.88
Michael,Morales,2024-11-02,6609.52
Ashley,Lee,2024-09-19,4459.71
Angela,Jones,2025-05-22,1667.28
William,Duran,2025-06-28,3516.11
Joshua,Hays,2023-03-28,7268.41
Erin,Wilson,2024-12-23,6148.89
Theresa,Long,2025-06-09,2746.28
Laura,Morgan,2023-04-28,751.34
Sheila,Fischer,2026-07-29,4062.69
James,Hicks,2025-11-16,8011.15
Vincent,Williams,2023-11-24,9527.93
Derrick,Cook,2023-10-20,8486.84
Thomas,Bryant,2025-06-16,348.95
Catherine,Robertson,2023-05-18,2360.72
Mark,Austin,2026-08-14,3663.91
Francisco,Ewing,2025-02-23,9494.71
Jodi,Evans,2023-03-08,6051.34
Matthew,Clayton,2025-07-10,9488.28
Amanda,Erickson,2025-01-31,4439.94
Kevin,Cabrera,2023-06-07,5739.64
Micheal,Nunez,2025-12-20,3670.13
Tina,Silva,2024-10-05,6495.95
Laura,Swanson,2024-05-26,9605.23
Hailey,Johnson,2023-02-23,7357.01
Thomas,Coffey,2025-10-19,5177.93
Krista,Parsons,2026-02-24,1178.49
Becky,Griffith,2024-06-17,7040.67
Brandy,Jackson,2024-03-15,9963.64
Cristina,Harvey,2024-08-07,6940.11
Maureen,Hernandez,2025-10-02,2002.58
Erin,Johnson,2023-10-05,8528.40
Stacy,Rodriguez,2025-07-14,1727.39
Andrew,Edwards,2025-06-30,9972.62
Edward,Vaughn,2024-10-16,6678.72
Robert,Hampton,2023-05-13,5500.42
Samantha,Salas,2024-08-17,8913.42
Jill,Brown,2023-11-19,7118.37
Devin,Clark,2026-07-30,1741.73
Mark,Bates,2025-01-10,5088.04
Alicia,Edwards,2023-09-06,9851.33
Glen,Barr,2023-10-12,2368.12
Matthew,Gomez,2025-10-08,263.81
Kelsey,Le,2026-02-08,5723.20
Dawn,Steele,2025-08-15,8036.81
Chelsea,Lee,2026-02-03,1298.58
John,Grant,2023-06-26,658.41
Jeffrey,Dudley,2025-03-26,9995.94
Kenneth,Roberts,2025-09-07,5257.43
Jared,Bush,2025-04-18,8233.56
Logan,Bailey,2023-06-01,1254.14
Sarah,Pope,2024-10-11,6423.74
Joshua,Martinez,2025-07-10,4658.86
Erica,James,2025-11-25,3445.80
Tina,Cardenas,2026-02-03,6398.29
Stephanie,Ballard,2024-01-08,7678.04
Kelly,Roberts,2023-09-22,4326.75
Jennifer,Reed,2023-04-24,8314.07
Scott,Scott,2025-11-27,1531.00
Timothy,Harris,2023-12-04,1620.51
Amanda,Fitzpatrick,2024-04-06,3460.88
Heather,Taylor,2025-11-28,8949.36
Christina,Matthews,2023-06-11,2506.80
John,Santiago,2026-07-24,9563.55
Amanda,Little,2024-07-16,1252.58
Brian,Gutierrez,2024-09-12,6144.66
Jennifer,Garcia,2023-07-11,5026.22
Kelli,Smith,2023-12-12,5918.49
Andrea,Hickman,2026-04-04,1542.79
Richard,Donovan,2026-07-02,7206.60
Natalie,Woods,2026-05-24,3376.85
James,Maynard,2026-02-28,412.90
Manuel,Brewer,2023-02-28,813.15
Rebecca,Davis,2026-08-06,7710.44
Audrey,Nichols,2024-06-26,6511.64
Jennifer,Zuniga,2026-03-17,4166.45
Robin,Thompson,2026-08-01,303.83
Nicole,Thompson,2026-07-08,5456.22
Samantha,Osborn,2026-08-07,9566.54
Randy,Simpson,2025-09-16,2449.53
Sharon,Hayden,2025-04-11,2975.04
Sara,Mcdowell,2023-05-30,6886.44
Albert,Bradley,2023-11-20,4396.61
Daniel,Bird,2025-09-18,4644.95
Justin,Hays,2024-11-27,6066.99
Amy,Snyder,2024-10-02,8614.98
Sheena,Rosales,2024-10-15,7342.26
Taylor,Lee,2024-12-08,9753.76
Daniel,Martin,2023-09-25,7606.88
Stephen,Scott,2025-11-20,5616.94
Jacob,Doyle,2024-10-15,2418.13
Krystal,Bradley,2023-09-08,2675.45
Katherine,Thompson,2024-05-22,1409.63
Melissa,Prince,2023-04-14,2902.83
Margaret,Robertson,2025-02-25,8641.77
Christopher,Caldwell,2025-05-06,2483.45
Jack,Taylor,2023-11-24,8134.96
Marcus,Wright,2026-03-29,7211.56
Jose,Young,2024-01-24,7631.44
Karen,Finley,2025-10-17,9959.69
Kevin,Sharp,2025-08-14,4988.09
Alexander,Valdez,2024-09-23,4974.20
Heather,Brown,2023-07-04,9452.37
David,Parker,2025-11-01,4572.84
Richard,Shaw,2024-05-08,2152.23
Paula,Padilla,2024-12-23,487.53
Larry,Wilson,2024-07-30,4949.44
Sabrina,Phillips,2025-08-21,2858.20
Christina,Robinson,2023-01-17,8471.87
Dennis,Hernandez,2025-06-01,1340.21
Julie,Obrien,2024-06-25,7275.35
Robert,Dunn,2025-04-05,3660.00
Thomas,Medina,2025-03-31,512.53
Elizabeth,Robinson,2026-02-24,1947.36
John,Fischer,2026-02-07,2886.73
Morgan,Miller,2025-03-02,5043.05
Sean,Padilla,2026-01-31,2797.92
Christian,Elliott,2026-06-30,6804.30
Bryan,Kelley,2023-09-01,1287.50
William,Armstrong,2023-07-18,3939.64
Edward,Murphy,2024-11-25,5578.75
Abigail,Wilson,2025-01-18,7549.89
Jamie,Aguilar,2024-02-12,6025.02
Christopher,Dixon,2025-04-02,5001.27
Lindsey,Chavez,2023-04-03,390.10
William,Bryant,2024-11-13,8039.85
Brian,Ford,2025-11-29,4570.42
Lindsay,Cummings,2026-05-26,8931.41
Randy,Velasquez,2023-10-14,3280.33
Julie,Lane,2026-06-09,3185.98
Brandon,Cooper,2025-03-15,9906.16
Bryce,Mcknight,2024-09-04,5937.65
Sarah,Jones,2025-11-04,8283.06
Sarah,Johnson,2025-12-26,4898.97
Robert,Mack,2026-02-26,2998.60
Katie,Good,2023-02-04,3684.21
Debbie,Fisher,2023-08-13,9798.99
Victoria,Reyes,2026-04-10,3077.47
Molly,Knox,2026-07-12,267.44
Nicholas,Vega,2025-08-29,2656.04
Dorothy,Ryan,2026-03-30,5776.76
Desiree,Bailey,2023-04-16,5835.64
Gregory,Medina,2023-12-16,5242.79
Allison,Luna,2026-06-23,7746.28
Jeffrey,Smith,2025-02-17,1478.61
Andrew,Evans,2024-05-11,316.67
Emily,Stephens,2023-08-14,1908.65
Amanda,Morrow,2025-06-22,3137.61
John,Reed,2023-11-07,4130.18
Joshua,Pineda,2024-02-22,4104.36
Jessica,Rodriguez,2026-06-06,9205.28
Lisa,Barnes,2023-05-08,7058.04
Katie,Stephenson,2025-11-28,2074.21
Alexis,Harris,2024-10-27,9981.22
Craig,Johnson,2025-09-06,5255.24
Carla,Warner,2024-10-04,9566.89
Brandon,Yang,2025-07-30,9121.32
Richard,Young,2024-12-02,5463.18
Jeff,Shields,2026-08-10,8036.71
Brian,Gordon,2024-06-25,6101.15
Keith,Cabrera,2024-01-29,9573.41
Jessica,Flores,2024-07-25,5581.30
Carla,Chambers,2024-04-05,9414.90
Malik,Turner,2024-09-01,7711.96
