first_name,last_name,order_date,order_amount
Lauren,Edwards,2023-12-15,602.04
Brian,Cooper,2024-02-16,7892.09
Kimberly,Harrison,2026-06-19,2713.54
William,Harrison,2025-08-10,6547.92
Jessica,Fisher,2023-01-18,666.91
Susan,Yates,2024-07-09,6630.15
Keith,Johnson,2025-01-07,8642.95
Sandra,Curry,2023-02-09,2925.66
Jessica,Elliott,2026-08-22,3865.84
Bryan,Kennedy,2025-02-18,5085.89
Gary,Williams,2023-07-23,9038.81
Veronica,Lamb,2025-09-19,8667.85
Claudia,Mitchell,2025-12-24,881.12
Christopher,Wagner,2024-02-12,5007.00
Melissa,Ramirez,2025-07-26,5607.31
David,Campbell,2023-02-14,398.48
Michaela,Smith,2025-12-20,3049.97
Daniel,Thompson,2025-09-30,3934.60
Brittany,Hernandez,2023-11-18,184.70
Sean,Morton,2024-12-21,3554.42
Jose,Haynes,2024-09-11,2362.81
Todd,Lloyd,2025-10-23,2759.50
Michelle,Cooper,2023-05-07,6258.29
Christopher,Thomas,2025-03-03,8904.12
Sarah,Moore,2023-03-02,9441.41
Tyler,Chaney,2024-07-27,2256.60
Kaylee,Young,2024-11-30,8971.85
Scott,Walsh,2023-10-09,878.86
Jason,Navarro,2025-02-21,5207.65
Michael,May,2026-06-08,8727.13
Karla,Wilson,2024-04-10,4173.91
Gary,Ross,2026-03-19,1528.34
Kevin,Reese,2024-10-01,9097.44
Karen,Patel,2024-11-05,4492.24
Noah,Thornton,2023-09-27,2068.36
Thomas,Thomas,2023-10-11,5810.72
Monica,Smith,2024-02-19,8626.01
Sara,Cole,2024-09-24,6885.63
Erika,Nixon,2025-12-08,9095.71
Felicia,Williams,2025-05-30,9956.85
Samantha,Walsh,2023-10-25,6562.65
Stephanie,Reynolds,2026-03-02,9171.19
Samantha,Garrison,2024-10-12,679.07
Matthew,Adams,2025-12-27,9486.06
Corey,Pena,2023-08-31,1842.17
Peter,Mejia,2023-10-26,7271.06
Kaitlyn,Navarro,2024-10-14,8801.43
Brianna,Lee,2025-04-27,9611.99
Matthew,Vaughn,2024-09-13,4430.60
Hector,Kelley,2026-07-28,9332.56
Emily,Decker,2024-07-14,1520.42
Alexander,Davis,2024-01-20,1068.61
Dalton,Griffin,2024-01-14,262.96
Jeffrey,Campbell,2026-06-07,6169.84
James,Johnson,2026-05-25,5670.86
Christopher,Mays,2024-04-17,5964.00
Diane,Houston,2024-04-17,6874.08
Stephanie,Little,2025-01-05,795.67
Jean,Wilson,2025-09-03,1341.73
Melissa,Anderson,2026-05-23,4688.16
Diana,Yoder,2026-08-23,3740.22
Ashlee,Coffey,2025-03-04,4914.96
Paula,Dominguez,2023-10-09,1638.70
Jon,Owens,2024-04-08,323.26
Sharon,Fowler,2023-01-31,9254.42
Sandra,Hill,2025-04-25,2226.32
Ronald,Berger,2024-02-20,7578.00
Kayla,Morris,2023-05-16,1771.60
Fernando,Jones,2025-06-18,8671.41
Kimberly,Reyes,2025-09-30,6878.93
Marvin,Brown,2025-07-26,8875.97
Stephanie,Baker,2025-05-25,4049.26
Scott,Vasquez,2023-03-27,6079.69
Sarah,Bishop,2025-02-18,7202.28
Gregory,Vasquez,2025-03-18,6115.43
Douglas,Mack,2026-03-17,5938.46
Jeffery,Schneider,2025-12-11,6414.29
Rita,Baldwin,2023-03-20,5206.97
Dakota,Jones,2025-07-13,4569.54
Ashley,King,2023-03-28,8777.91
Sean,Mosley,2024-05-18,5187.50
Eduardo,Bowman,2025-03-21,9838.31
Sarah,Ortega,2023-03-22,5577.45
Joseph,Graves,2025-11-23,7651.83
Rebecca,Andrews,2023-04-11,1899.31
Zachary,Case,2025-06-19,3981.00
Tracy,Graham,2024-09-15,7736.99
Megan,Norman,2024-08-08,4614.01
Kristen,Fernandez,2025-05-15,2944.90
Aaron,Finley,2023-04-22,6899.83
Lisa,Olson,2023-10-19,4636.32
Ashley,Donovan,2026-08-16,4517.52
Michael,Maldonado,2025-10-22,1132.60
Richard,Chen,2026-04-13,9378.48
Susan,Davis,2026-01-24,1353.93
Amanda,Woodward,2025-04-26,3235.28
Christopher,Stevens,2023-02-21,1789.61
Katie,Holland,2026-04-23,8966.27
Gregory,Williams,2024-02-18,8825.59
Patrick,Lee,2023-07-04,2501.57
Heather,Mosley,2026-08-21,9071.71
Crystal,Howard,2023-12-02,7184.02
Christopher,Chen,2023-09-11,912.82
Jill,Taylor,2025-07-09,6341.08
James,Cortez,2023-06-24,5238.64
Brittany,Burns,2025-02-25,7269.00
Bryan,Fernandez,2025-11-13,6121.11
Kyle,Ferguson,2023-11-24,3787.40
Mary,Cole,2025-02-18,440.02
Wendy,Johnson,2023-12-16,9122.61
Brian,French,2026-03-04,8713.17
Brad,Wilson,2023-11-04,1622.08
Lindsay,Contreras,2023-10-24,1789.49
Stephen,Gregory,2023-04-16,4196.39
Morgan,Hernandez,2024-09-25,7301.88
Beth,Buckley,2025-07-02,2888.51
Benjamin,Thomas,2024-01-06,1176.42
Desiree,Ruiz,2023-09-27,9604.37
Samantha,Williams,2023-01-08,6225.97
Jacqueline,Anderson,2024-06-02,123.07
Gerald,Williams,2025-10-16,8554.25
Kyle,Leon,2026-01-18,8074.73
Stephen,Jackson,2026-05-30,8827.14
Brittany,Meyers,2024-05-02,2169.52
Daniel,Crawford,2025-09-01,4537.93
Lauren,Walker,2025-06-23,794.97
Linda,Simmons,2026-05-14,66.72
Lisa,Hendrix,2026-01-25,2781.85
Erika,Nguyen,2026-07-11,5575.92
Theresa,Johnston,2024-03-01,490.14
Derrick,Copeland,2023-10-31,551.58
Laura,Duran,2024-12-15,368.17
Brittany,Rogers,2023-03-08,6670.29
David,Thomas,2026-05-20,2985.11
Robert,Horton,2023-06-29,491.26
Angela,Gonzales,2025-05-03,9937.35
Sara,Williams,2023-11-27,6721.23
Craig,Boone,2026-06-05,6609.58
Cheyenne,Strickland,2026-05-03,5723.25
Alexis,Tucker,2026-02-25,1775.01
Adam,White,2025-07-21,7493.59
Christopher,Pearson,2025-01-07,9314.86
Olivia,Butler,2023-07-10,7685.34
Lindsay,Barton,2024-10-23,3686.32
Heather,Harris,2025-02-15,8202.82
Danielle,Mills,2025-05-25,8433.24
Robert,Hurley,2023-05-13,2929.03
Cheryl,Johnson,2023-10-03,1221.11
Hector,Porter,2024-07-16,3292.75
Stephanie,Burton,2025-04-27,5246.93
Kimberly,Bailey,2024-03-04,6120.92
Adam,Young,2023-08-12,5714.09
David,Moreno,2026-07-12,5289.93
Cody,Cox,2023-06-29,4837.14
Kathleen,Fernandez,2026-05-23,9338.97
Jeffrey,Townsend,2024-08-11,4271.10
Donna,Hill,2024-10-10,2597.34
James,Hogan,2026-03-23,9950.24
Gina,Schmitt,2024-12-25,9271.12
Thomas,Thompson,2026-06-12,5626.78
Elizabeth,Williams,2025-11-30,7292.11
Deanna,Mitchell,2025-10-16,4925.55
Ryan,Cook,2024-01-04,8836.74
Linda,Chang,2024-04-21,7086.16
Bradley,Yang,2024-02-01,16.81
Sara,Thompson,2023-02-19,4649.39
Kristen,Washington,2023-08-30,7374.94
Darren,Jacobson,2024-02-29,7995.84
Jennifer,Watkins,2025-04-29,4140.99
Mark,Gonzalez,2024-11-14,3497.15
Erica,Nguyen,2026-07-29,2124.16
Kimberly,Nguyen,2026-08-04,2012.67
Corey,Rojas,2024-07-30,2544.92
Molly,Bennett,2023-05-19,3078.41
Jeffrey,Ruiz,2025-11-03,5500.38
Todd,Zamora,2023-01-13,1139.25
Dustin,Reilly,2024-11-13,3414.27
Spencer,Hughes,2026-03-11,6160.31
Derek,Cortez,2023-03-01,8320.59
Crystal,Cantrell,2024-02-02,3305.81
James,Martinez,2024-11-23,9222.87
Heather,Brown,2025-09-08,9161.71
Derek,York,2023-03-14,6456.87
Stephen,Jackson,2025-09-13,1554.71
Matthew,Tanner,2025-08-01,8920.68
Cassandra,Clarke,2026-01-04,8959.38
Dana,Carr,2025-08-05,7840.10
George,Cordova,2025-04-27,9277.96
Melissa,Miller,2023-04-25,8351.21
Melody,Burns,2024-09-05,5649.86
Wendy,Vargas,2024-10-08,5552.21
Mary,Ramirez,2023-02-08,2083.41
Jessica,Fitzgerald,2024-11-10,7995.55
John,Murphy,2024-12-25,663.06
Bethany,Snow,2023-11-02,2805.32
Brittany,Hernandez,2023-03-05,3392.18
Ashley,Smith,2025-02-07,6265.48
Tina,Williams,2023-12-06,5710.24
Thomas,Mack,2025-03-08,1874.60
Arthur,Schmidt,2023-08-28,8646.06
Timothy,Yates,2024-09-23,7052.95
Lori,Chavez,2024-10-06,7098.68
John,Hansen,2024-07-10,4139.28
Alexander,Dennis,2025-10-14,8770.60
Stephanie,Anderson,2025-01-31,4519.61
Kenneth,Holland,2024-09-11,2162.18
Christopher,Castillo,2024-09-11,1750.95
Kevin,Warner,2025-02-05,7849.65
Michaela,Burgess,2024-02-18,9133.62
Andrew,Gibson,2025-06-27,5060.44
Kelsey,Sawyer,2025-09-15,9049.64
Richard,Clarke,2023-11-12,1902.92
Mitchell,Marshall,2025-09-17,7324.67
Cynthia,Dalton,2025-12-08,3104.27
Chad,Barry,2024-11-01,1433.81
Mason,Johnson,2023-07-21,8221.55
Ronald,Nelson,2025-11-23,6767.49
Sophia,Daniels,2023-09-29,2052.66
Laura,French,2023-03-16,4594.22
Christopher,Gilmore,2025-12-05,1159.24
Jill,Brown,2024-09-28,9323.43
Sierra,Leonard,2026-05-02,8718.87
Pamela,Rodriguez,2024-11-13,4669.29
Michael,Harvey,2023-04-05,1031.92
Michael,Thompson,2024-10-01,225.78
Angelica,Jones,2024-10-01,6388.86
Jenna,Harris,2024-03-05,3209.48
Tina,Allen,2024-01-30,2866.38
Daniel,Mendoza,2025-12-26,3192.18
Sheila,Carpenter,2025-06-22,6711.56
Susan,Clark,2024-07-12,1494.06
Julie,Perez,2024-07-14,1145.49
Michael,Adams,2026-06-29,5596.69
Erin,Ramirez,2023-07-29,2066.57
Bryan,Reed,2024-12-18,5494.10
Todd,Rose,2024-07-09,1416.43
David,Mckinney,2024-08-03,5741.25
Erika,Patel,2023-12-17,713.36
Kelly,Oliver,2026-06-09,8922.53
Lauren,Dougherty,2026-01-12,4437.03
Lisa,Everett,2023-09-24,290.90
Cameron,Mcclain,2023-04-14,1060.16
Stephen,Miller,2023-04-21,862.11
Rachael,Roberts,2025-03-13,1790.65
Sue,Rodriguez,2026-05-05,8912.86
Joshua,Terry,2026-07-13,8361.90
Tyler,Golden,2025-07-02,6163.53
Abigail,Burton,2024-10-01,3323.99
Kelly,Montes,2024-02-10,7129.27
Amber,Anderson,2025-12-28,786.38
Michael,Wallace,2025-08-11,5678.32
Deanna,Carter,2023-07-10,8128.69
Bryan,Wiggins,2025-08-17,973.53
Jesse,Meza,2024-09-27,6845.09
Deanna,Jenkins,2025-08-11,4705.98
Matthew,Lucas,2024-04-03,1438.07
Mark,Watkins,2026-06-17,2581.27
Heidi,Wilkinson,2025-01-14,3921.37
Sean,Torres,2024-11-07,7887.99
David,Clarke,2024-10-27,4533.37
George,Green,2023-03-03,654.59
Todd,Arellano,2023-08-20,3515.05
Kayla,Williams,2025-08-02,8457.81
Michael,Bryant,2024-08-01,7679.64
Garrett,Glass,2026-05-22,5747.20
Jennifer,Mitchell,2025-11-06,1030.22
Teresa,Franco,2023-08-08,3259.37
Heather,Estrada,2026-08-23,710.17
Eric,Young,2024-09-10,5327.92
Blake,Stewart,2025-03-31,5905.76
David,Green,2024-05-03,6209.12
Jack,Hart,2026-01-27,1591.04
Austin,Stewart,2025-09-14,3838.78
Maurice,Watson,2024-11-28,2083.17
Amber,Martin,2026-04-25,4312.05
Kevin,Knapp,2025-06-10,5672.54
Richard,Porter,2024-12-01,5445.72
Dustin,Ellis,2024-04-28,1731.68
Luke,Smith,2023-06-09,7393.92
Joanna,Cantrell,2026-03-21,8367.64
Mark,Thornton,2023-08-23,5922.03
Thomas,Roberts,2025-08-06,3254.45
Sherry,Hooper,2023-07-19,8220.40
Audrey,Thomas,2023-12-27,3081.05
Annette,Meadows,2025-04-11,697.01
Scott,Norris,2023-08-11,6855.39
Jessica,Mccullough,2026-05-06,7713.65
Donald,Pierce,2025-02-15,3274.75
Kyle,Morales,2026-08-13,6601.98
Mary,Griffin,2023-07-05,2176.90
Christopher,Brown,2023-10-12,8872.72
Danielle,Silva,2026-07-26,8098.58
Jeffrey,Walls,2023-10-28,6609.15
Joshua,Johnson,2025-07-16,5313.02
Amanda,Griffin,2025-03-09,6156.10
Emily,Miller,2025-07-04,1957.47
William,Lee,2024-10-10,2998.05
Louis,Jacobs,2024-09-15,9185.09
Sherry,Kerr,2025-06-09,7178.19
Michael,Hernandez,2024-12-06,9902.89
Melissa,Wood,2026-04-08,82.18
Nathan,Mitchell,2025-11-11,4042.57
Michael,Madden,2023-09-19,8525.19
Nancy,Miller,2023-05-08,3692.86
Jessica,Wallace,2026-01-29,9679.02
Victoria,Lara,2023-01-02,7033.83
Keith,Shaffer,2025-01-05,1097.87
Tara,Coleman,2024-07-31,8656.92
Peggy,Taylor,2024-04-26,4317.72
Brenda,Miller,2026-04-23,3943.29
Jared,Wells,2024-10-13,7118.02
Mikayla,Hatfield,2025-04-11,3816.27
Carl,Choi,2026-01-21,2112.95
Katelyn,Davis,2023-12-22,4749.23
Robert,Rocha,2024-01-21,5554.65
Robert,Peters,2025-01-07,8399.78
Jennifer,Fischer,2023-11-12,2885.42
Derrick,Lopez,2023-09-15,1343.64
Patrick,Spencer,2023-05-27,6484.24
Bobby,Mckenzie,2023-10-22,7213.66
Mary,Torres,2025-09-23,6579.60
Anita,Ford,2023-10-06,847.55
Anthony,Smith,2026-08-08,8059.60
Jose,Blanchard,2025-07-22,8935.92
Mary,Kennedy,2026-05-22,9303.17
Desiree,Stafford,2026-06-30,1798.79
Robert,Vasquez,2025-11-09,4241.82
Gwendolyn,Sanchez,2025-07-10,3847.76
David,Ramirez,2024-04-07,1858.72
Virginia,Jones,2026-05-23,75.29
Julie,Perkins,2025-10-17,8468.18
Ariana,Oneill,2024-04-29,7121.58
Courtney,Alvarez,2024-07-05,4108.96
Heather,Wilson,2026-01-23,5763.94
William,Johnston,2023-03-10,9782.35
Megan,Martin,2026-03-09,4833.19
Brian,Flores,2025-01-24,1132.53
Natalie,Taylor,2025-09-13,9617.41
Frank,Nelson,2023-06-13,1421.73
